,author,date,link,views
24 Movies Based On a True Story (That Are Full Of Shit),CRACKED Readers,2014-09-19 00:00:00,http://www.cracked.com/photoplasty_1072_24-movies-based-true-story-that-are-full-shit/,2022957
The 5 Dumbest Powers Ever Given to Famous Superheroes,"Tristan Cooper, Matthew Thomas",2014-09-20 00:00:00,http://www.cracked.com/article_21514_the-5-dumbest-powers-ever-given-to-famous-superheroes.html,894516
5 Ways Hollywood Ruins Its Own Main Characters,Daniel Dockery,2014-09-20 00:00:00,http://www.cracked.com/blog/5-ways-hollywood-ruins-its-own-main-characters/,700827
4 Amazing Computers Made Before Microchips Existed,Luke McKinney,2014-09-20 00:00:00,http://www.cracked.com/blog/4-amazing-computers-made-before-microchips-existed/,230909
4 Modern Luxuries That Should Be Way Less Expensive,Gladstone,2014-09-20 00:00:00,http://www.cracked.com/blog/4-modern-luxuries-that-should-be-way-less-expensive/,477960
7 Weird Things I Learned as a Pickpocket in the Modern World,"Robert Evans, Anonymous",2014-09-21 00:00:00,http://www.cracked.com/personal-experiences-1436-7-weird-things-i-learned-as-pickpocket-in-modern-world.html,1564508
20 Weird Rules That Only Exist in Movie Universes,CRACKED Readers,2014-09-21 00:00:00,http://www.cracked.com/photoplasty_1078_20-weird-rules-that-only-exist-in-movie-universes/,1280866
4 Things People Mistake for Signs of Aging,Gladstone,2014-09-21 00:00:00,http://www.cracked.com/blog/4-things-people-mistake-signs-aging/,396095
3 Most Perverted Looking Japanese Movies on Netflix: Tested,Felix Clay,2014-09-21 00:00:00,http://www.cracked.com/blog/3-most-perverted-looking-japanese-movies-netflix-tested/,806796
5 Epic Disasters at Sea (Survived by Un-killable Badasses),"Orrin R. K., Nyameye Dwomo-Anokye",2014-09-21 00:00:00,http://www.cracked.com/article_21518_5-epic-disasters-at-sea-survived-by-un-killable-badasses.html,525158
5 Insane Things 'Deadliest Catch' Leaves Out About My Job,"Kier Harris, Dash Adams",2014-09-22 00:00:00,http://www.cracked.com/article_21612_5-insane-things-deadliest-catch-leaves-out-about-my-job.html,799874
6 TV Shows That Put Insane Work Into Details Nobody Noticed,"Adam Wears, Amanda Mannen",2014-09-22 00:00:00,http://www.cracked.com/article_21544_6-tv-shows-that-put-insane-work-into-details-nobody-noticed.html,1717102
2 New Shirts for 'Planet of the Apes' and Zombie Movie Fans,CRACKED Staff,2014-09-22 00:00:00,http://www.cracked.com/blog/2-new-shirts-planet-apes-zombie-movie-fans/,25832
5 Famous Movies With Political Agendas You Didn't Notice,"K. R. Kelleher, Phillip Traum, JM McNab, Aaron James",2014-09-22 00:00:00,http://www.cracked.com/article_21552_5-famous-movies-with-political-agendas-you-didnt-notice.html,966258
19 Products You Use Every Day (That Are Basically Placebos),CRACKED Readers,2014-09-22 00:00:00,http://www.cracked.com/photoplasty_1080_19-products-you-use-every-day-that-are-basically-placebos/,1738621
4 Personality Flaws Movies Think Are Awesome,J.F. Sargent,2014-09-23 00:00:00,http://www.cracked.com/blog/4-personality-flaws-movies-think-are-awesome/,614488
5 Terrifying Things I Learned While Buying Guns on Facebook,Harmon Leon,2014-09-23 00:00:00,http://www.cracked.com/article_21179_5-terrifying-things-i-learned-while-buying-guns-facebook.html,641207
24 Inevitable Advertisements For When All Drugs Are Legal,CRACKED Readers,2014-09-23 00:00:00,http://www.cracked.com/photoplasty_1074_24-inevitable-advertisements-when-all-drugs-are-legal/,905944
5 Things Everyone Gets Wrong About Free Speech,Chris Bucholz,2014-09-23 00:00:00,http://www.cracked.com/blog/5-things-everyone-gets-wrong-about-free-speech/,594877
8 Insanely Valuable Items You Probably Owned (and Threw Out),Drew Anders,2014-09-24 00:00:00,http://www.cracked.com/article_21498_8-insanely-valuable-items-you-probably-owned-and-threw-out.html,3842050
4 Ways to Spot an Internet Bullshit Artist,C. Coville,2014-09-24 00:00:00,http://www.cracked.com/blog/4-ways-to-spot-internet-bullshit-artist/,613077
5 Surprising Things That Are Secretly Making You Fat,CRACKED Staff,2014-09-25 00:00:00,http://www.cracked.com/article_21578_5-everyday-things-that-are-secretly-making-you-fat.html,941438
6 Storytelling Problems Video Games Still Can't Fix,Mark Hill,2014-09-25 00:00:00,http://www.cracked.com/blog/6-reasons-video-games-still-have-terrible-stories/,588573
6 Real Police Screw-Ups That Put Chief Wiggum to Shame,"A.C. Grimes, David W. Parsons",2014-09-25 00:00:00,http://www.cracked.com/article_21564_6-glorious-police-screw-ups-straight-out-bad-sitcom.html,1056859
"7 Reasons ""Gamergate"" Proves Humanity is Doomed",Luke McKinney,2014-09-25 00:00:00,http://www.cracked.com/blog/7-ways-gamergate-debate-has-made-world-worse/,604370
4 Ways Fantasy Football Makes You Miserable,Luis Prada,2014-09-25 00:00:00,http://www.cracked.com/blog/the-4-saddest-parts-playing-fantasy-football/,166490
22 Movies That Made Huge Mistakes You Completely Missed,CRACKED Readers,2014-09-25 00:00:00,http://www.cracked.com/photoplasty_1082_22-movies-that-made-huge-mistakes-you-completely-missed/,3934786
18 Undeniable Facts That Prove the World Is Getting Better,CRACKED Readers,2014-09-26 00:00:00,http://www.cracked.com/photoplasty_1084_18-undeniable-facts-that-prove-world-getting-better/,1000149
5 Laws Everyone Would Hate (That the World Needs Anyway),Adam Tod Brown,2014-09-26 00:00:00,http://www.cracked.com/blog/5-laws-everyone-would-hate-that-world-needs-anyway/,625585
32 Things Awful People Secretly Suspect About the World,CRACKED Readers,2014-09-26 00:00:00,http://www.cracked.com/photoplasty_1086_32-things-awful-people-secretly-suspect-about-world/,1759467
5 Sci-Fi Weapons (That Already Exist),Kathy Benjamin,2014-09-26 00:00:00,http://www.cracked.com/blog/5-sci-fi-weapons-that-already-exist/,364194
How Cracked Is About to Ruin Science Fiction Forever,David Wong,2014-09-27 00:00:00,http://www.cracked.com/article_21702_how-cracked-about-to-ruin-science-fiction-forever.html,118490
5 Absurdly Badass Action Figures of Unlikely Characters,JM McNab,2014-09-27 00:00:00,http://www.cracked.com/article_21494_5-absurdly-badass-action-figures-unlikely-characters.html,705996
6 Myths About Body Builders That Are Total BS,Daniel Dockery,2014-09-27 00:00:00,http://www.cracked.com/blog/6-myths-about-body-builders-that-are-total-bs/,576191
10 Sex Toys That Make Your Weirdest Fetish Seem Sane,Pauli Poisuo,2014-09-27 00:00:00,http://www.cracked.com/blog/10-sex-toys-that-make-your-weirdest-fetish-seem-sane/,1034692
4 Reasons Timecop is a Modern Masterpiece,Tom Reimann,2014-09-27 00:00:00,http://www.cracked.com/blog/4-reasons-timecop-modern-masterpiece/,215966
7 Horrifying Lessons Learned Directing a Porno,"Robert Evans, Anonymous",2014-09-28 00:00:00,http://www.cracked.com/personal-experiences-1464-7-horrifying-lessons-learned-directing-porno.html,3062615
7 Things That Will Never Happen Again Thanks to Technology,Felix Clay,2014-09-28 00:00:00,http://www.cracked.com/blog/7-things-that-will-never-happen-again-thanks-to-technology/,650436
5 Life Hacks to Class Up Your Single Guy Apartment,Gladstone,2014-09-28 00:00:00,http://www.cracked.com/blog/5-life-hacks-to-class-up-your-single-guy-apartment/,493955
19 Impossibly Badass Do-It-Yourself Projects,CRACKED Readers,2014-09-28 00:00:00,http://www.cracked.com/photoplasty_1090_19-impossibly-badass-do-it-yourself-projects/,882467
The 6 Most Amazing Things Ever Traded For Pointless Crap,Alexander Pan,2014-09-28 00:00:00,http://www.cracked.com/article_21500_the-6-most-amazing-things-ever-traded-pointless-crap.html,686225
14 Insane Plot Holes You Never Noticed (Live in Nashville),,2014-09-29 00:00:00,http://www.cracked.com/podcast/14-insane-plot-holes-you-never-noticed-live-in-nashville,0
5 Awful Things I Learned as a Child Laborer (in the USA),Robert Evans,2014-09-29 00:00:00,http://www.cracked.com/personal-experiences-1466-5-awful-things-i-learned-as-child-laborer-in-usa.html,602641
2 New Shirts for People Who Ain't Afraid of No Ghost,CRACKED Staff,2014-09-29 00:00:00,http://www.cracked.com/blog/2-new-shirts-people-who-aint-afraid-no-ghost/,27205
6 Video Games That Put Insane Detail Into Stuff You Missed,"Karl Smallwood, Ridley Davis, J. Wisniewski, Ed Stevens",2014-09-29 00:00:00,http://www.cracked.com/article_21648_6-video-games-that-put-insane-detail-into-stuff-you-missed.html,1481058
19 Laws You've Probably Broken Without Realizing It,CRACKED Readers,2014-09-29 00:00:00,http://www.cracked.com/photoplasty_1092_19-laws-youve-probably-broken-without-realizing-it/,1555513
7 Medically Proven Treatments That Clearly Started as a Joke,"John Dubensky, Lillian Marx, JM McNab, Jordan Rudow",2014-09-30 00:00:00,http://www.cracked.com/article_21396_7-hilariously-made-up-sounding-treatments-that-f2340king-work.html,1054842
5 Common Argument Tactics That Need to Die,J.F. Sargent,2014-09-30 00:00:00,http://www.cracked.com/blog/5-common-argument-tactics-that-need-to-die/,341931
5 Huge Problems Solved by Doing the Worst Thing Possible,Chris Bucholz,2014-09-30 00:00:00,http://www.cracked.com/blog/5-huge-problems-solved-by-doing-worst-thing-possible/,445911
5 Viral Stories That Had Insane Twists After We All Moved On,"Chris Rio, Tyler Johnson",2014-09-30 00:00:00,http://www.cracked.com/article_21596_5-viral-stories-that-had-insane-twists-after-we-all-moved-on.html,1608366
4 Things Foreigners Will Never Understand About America,C. Coville,2014-10-02 00:00:00,http://www.cracked.com/blog/4-things-foreigners-will-never-understand-about-america/,730400
14 Horrifying Accidents You Won't Believe People Escaped,CRACKED Readers,2014-10-02 00:00:00,http://www.cracked.com/photoplasty_1094_the-14-most-miraculous-ways-people-escaped-death/,1013604
3 Artists Who Got Screwed for Creating Iconic Characters,Maxwell Yezpitelok,2014-10-02 00:00:00,http://www.cracked.com/blog/3-famous-characters-whose-creators-got-epically-screwed/,429314
4 Minor Flaws That Will Make Me Boycott a Store for Life,Adam Tod Brown,2014-10-03 00:00:00,http://www.cracked.com/blog/4-minor-flaws-that-will-make-me-boycott-store-life/,465497
29 Video Game Mashups Too Awesome to Exist,CRACKED Readers,2014-10-03 00:00:00,http://www.cracked.com/photoplasty_1098_29-video-game-mashups-too-awesome-to-exist/,894001
The 5 Craziest Human Languages Spoken Around the World,Adam Hoss,2014-10-03 00:00:00,http://www.cracked.com/article_21556_the-5-craziest-human-languages-spoken-around-world.html,714442
5 Ways Professional Sports Benefit Society,Mark Hill,2014-10-04 00:00:00,http://www.cracked.com/blog/5-ways-professional-sports-benefit-society/,186068
7 Emails That Prove Space Travel Will Suck in the Future,Michael Swaim,2014-10-04 00:00:00,http://www.cracked.com/article_21704_7-emails-that-prove-space-travel-will-suck-in-future.html,178334
5 Reasons You Should Be in a Mixed-Race Relationship,Christina H,2014-10-04 00:00:00,http://www.cracked.com/blog/5-reasons-you-should-be-in-mixed-race-relationship/,475613
6 Absurd Ways Comics Brought Dead Superheroes Back to Life,"Diana McCallum, Tara Marie",2014-10-04 00:00:00,http://www.cracked.com/article_21586_6-absurd-ways-comics-brought-dead-superheroes-back-to-life.html,893803
26 Comparisons That Will Destroy How You See History,CRACKED Readers,2014-10-04 00:00:00,http://www.cracked.com/photoplasty_1096_26-comparisons-that-will-destroy-how-you-see-history/,3089698
8 'Sexy' Ads That Will Haunt Your Dreams,Tristan Greer,2014-10-05 00:00:00,http://www.cracked.com/article_21606_8-sexy-ads-that-will-haunt-your-dreams.html,758196
17 Horrifying Ways Sex Can Go Terribly Wrong,CRACKED Readers,2014-10-05 00:00:00,http://www.cracked.com/photoplasty_1102_17-horrifying-ways-sex-can-go-terribly-wrong/,1225066
7 Things You Learn Surviving an Atomic Blast,Robert Evans,2014-10-05 00:00:00,http://www.cracked.com/personal-experiences-1468-7-things-you-learn-surviving-atomic-blast.html,2005050
3 Internet Shortcuts That Help No One,Gladstone,2014-10-05 00:00:00,http://www.cracked.com/blog/3-internet-shortcuts-that-help-no-one/,368469
5 Acts of Staggering Hypocrisy From Self-Righteous Critics,"Dennis Fulton, Aaron James",2014-10-06 00:00:00,http://www.cracked.com/article_21333_5-acts-staggering-hypocrisy-from-self-righteous-critics.html,1135166
How Your Brain Tricks You Into Ignoring Important Things,,2014-10-06 00:00:00,http://www.cracked.com/podcast/how-your-brain-tricks-you-into-ignoring-important-things,0
27 Movie Details That Research Proves Are B.S.,CRACKED Readers,2014-10-06 00:00:00,http://www.cracked.com/photoplasty_1104_27-movie-details-that-research-proves-are-b.s./,2027352
"2 New Shirts for Mario Bros., 'Street Fighter,' & Movie Fans",CRACKED Staff,2014-10-06 00:00:00,http://www.cracked.com/blog/2-new-shirts-mario-bros.-street-fighter-movie-fans/,24152
5 Horrifying Ways Lightning Strikes Are Worse Than You Think,"Isaac Cabe, Bruce Weiner",2014-10-06 00:00:00,http://www.cracked.com/personal-experiences-1458-5-horrifying-ways-lightning-strikes-are-worse-than-you-think.html,995451
4 Music Moments Ripped Off From Ridiculous Sources,Kristi Harrison,2014-10-06 00:00:00,http://www.cracked.com/blog/4-great-moments-in-music-you-didnt-realize-were-ripoffs/,352905
The 6 Most Counterproductive Things You Learn in College,Luke McKinney,2014-10-07 00:00:00,http://www.cracked.com/blog/the-6-most-counterproductive-things-you-learn-in-college/,435414
5 Amazing Performances Hiding in Terrible Movies,J.F. Sargent,2014-10-07 00:00:00,http://www.cracked.com/blog/5-amazing-performances-hiding-in-terrible-movies/,652278
6 Accidentally Awesome Glitches in Famous Video Games,Tristan Cooper,2014-10-07 00:00:00,http://www.cracked.com/article_21604_the-6-most-hilarious-glitches-in-popular-video-games.html,1251465
6 Insane Details of Corrupt Politics That Movies Get Wrong,Robert Evans,2014-10-07 00:00:00,http://www.cracked.com/personal-experiences-1472-6-ways-government-corruption-way-weirder-than-you-think.html,861780
33 Famous Movie Plots Explained in 140 Characters (or Less),CRACKED Readers,2014-10-08 00:00:00,http://www.cracked.com/photoplasty_1100_33-famous-movie-plots-explained-in-140-characters-or-less/,1407296
4 Healthy Eating Habits (That Are Killing People),C. Coville,2014-10-08 00:00:00,http://www.cracked.com/blog/4-healthy-eating-habits-that-are-killing-people/,646501
7 Film Adaptations the Author Hated (for Insane Reasons),James Perez,2014-10-08 00:00:00,http://www.cracked.com/article_21638_7-film-adaptations-author-hated-for-insane-reasons.html,1944469
7 Insane Stories Behind the World's Weirdest Looking Towns,"Ivan Farkas, Simone B.",2014-10-08 00:00:00,http://www.cracked.com/article_21560_7-insane-real-towns-you-wont-believe-arent-photoshopped.html,747259
4 Important Things Self-Help Books Are Too Nice to Tell You,Pauli Poisuo,2014-10-09 00:00:00,http://www.cracked.com/blog/4-important-things-self-help-books-are-too-nice-to-tell-you/,313656
What 20 Movie Characters Were Secretly Thinking,CRACKED Readers,2014-10-09 00:00:00,http://www.cracked.com/photoplasty_1106_what-20-movie-characters-were-secretly-thinking/,817965
4 Creepy Unspoken Agreements We All Make With Public Places,Luis Prada,2014-10-09 00:00:00,http://www.cracked.com/blog/4-creepy-unspoken-agreements-we-all-make-with-public-places/,516872
5 Movie Plans That You Didn't Notice Rely Entirely on Luck,Robin Warder,2014-10-09 00:00:00,http://www.cracked.com/article_21574_5-movie-plans-that-you-didnt-notice-rely-entirely-luck.html,885593
11 Baffling Single-Serving Products You Won't Believe Exist,Felix Clay,2014-10-09 00:00:00,http://www.cracked.com/blog/11-baffling-single-serving-products-you-wont-believe-exist/,767109
The 6 Most Ambitious Things Ever Done to Get Out of Work,Kevin Phelan,2014-10-10 00:00:00,http://www.cracked.com/article_21532_the-6-most-impressive-things-ever-done-to-get-out-work.html,728158
18 Financial Catastrophes Movie Universes Ignore,CRACKED Readers,2014-10-10 00:00:00,http://www.cracked.com/photoplasty_1110_18-unseen-financial-implications-famous-movies/,647551
5 Weird Things That Apparently Make You Cool Now,Christina H,2014-10-10 00:00:00,http://www.cracked.com/blog/5-weird-things-that-apparently-make-you-cool-now/,729114
5 Important Milestones of Maturity That Nobody Talks About,J.F. Sargent,2014-10-11 00:00:00,http://www.cracked.com/blog/5-important-milestones-maturity-that-nobody-talks-about/,568001
23 Horrifying Diseases You Won't Believe Existed,CRACKED Readers,2014-10-11 00:00:00,http://www.cracked.com/photoplasty_1108_23-horrifying-diseases-you-wont-believe-existed/,1454518
So You've Discovered You're A 'Scooby-Doo' Villain,Chris Bucholz,2014-10-11 00:00:00,http://www.cracked.com/blog/so-youve-discovered-youre-scooby-doo-villain/,97220
